ID,Gender,Household income,Household size,Method of accessing water,Travel time,Amount spent,Volume per day dry,Volume per day wet,Availability of water,Quality of water,Willingness to pay,lon,lat,Location,date
1008,female,100000,9,delivered,20,10000,200,220,not_often,good,10000,7.589744795,9.034590378,KABAYI,
1009,male,85000,9,delivered,40,9000,180,200,not_often,fair,9000,7.591023342,9.035626129,KABAYI,
1010,female,105000,9,delivered,20,9000,180,200,not_often,good,9000,7.592012891,9.036127263,KABAYI,
1011,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.589710332,9.036434905,KABAYI,
1012,female,60000,6,delivered,40,5000,120,140,often,fair,5500,7.590113482,9.035685931,KABAYI,
1013,female,105000,NULL,carried,20,9000,180,200,not_often,fair,9000,7.590839346,9.036158927,KABAYI,
1014,female,NULL,9,carried,20,NULL,180,200,not_often,fair,NULL,7.591346377,9.036766719,KABAYI,
1015,female,85000,9,carried,20,9000,180,200,often,very good,9000,7.5903098,9.03666327,KABAYI,
1016,female,100000,9,carried,20,10000,200,220,often,fair,10000,7.589788082,9.037493171,KABAYI,
1017,male,75000,7,delivered,30,7000,160,180,not_often,good,7500,7.588540391,9.037877198,KABAYI,
1018,female,90000,9,carried,20,9000,180,200,not_often,fair,9000,7.589193276,9.038404171,KABAYI,
1019,male,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.588472915,9.038853522,KABAYI,
1020,female,65000,8,carried,20,8000,140,160,not_often,fair,8500,7.589417514,9.039218854,KABAYI,
1021,female,65000,8,carried,40,8000,140,160,not_often,good,8500,7.588896952,9.039750356,KABAYI,
1022,male,85000,9,delivered,20,9000,180,200,often,fair,9000,7.588368031,9.040091933,KABAYI,
1023,female,105000,9,carried,20,9000,180,200,not_often,fair,9000,7.589583691,9.040928516,KABAYI,
1024,male,50000,7,carried,50,4000,100,120,often,fair,5000,7.587521693,9.040188141,KABAYI,
1025,female,NULL,9,carried,20,10000,200,220,not_often,fair,NULL,7.588310742,9.040787981,KABAYI,
1026,female,50000,7,delivered,60,3000,80,100,often,good,3500,7.587917277,9.041383267,KABAYI,
1027,female,50000,7,delivered,50,4000,100,120,often,fair,5000,7.587143917,9.0414255,KABAYI,
1028,male,70000,8,carried,40,8000,140,160,not_often,good,8500,7.58754225,9.041915327,KABAYI,
1029,male,100000,9,delivered,20,10000,200,220,not_often,good,10000,7.589050016,9.042490806,KABAYI,
1030,male,100000,9,delivered,20,10000,200,220,often,good,10000,7.587656272,9.043000859,KABAYI,
1031,male,40000,7,carried,60,3000,80,100,often,fair,3500,7.588407179,9.044052674,KABAYI,
1032,male,55000,6,carried,40,5000,120,140,not_often,fair,5500,7.586476961,9.042173452,KABAYI,
1033,male,40000,7,carried,60,3000,80,100,often,good,2000,7.585520615,9.042486249,KABAYI,
1034,female,NULL,NULL,delivered,40,5000,120,140,not_often,good,NULL,7.586291119,9.043176446,KABAYI,
1035,female,40000,6,delivered,40,5000,120,140,not_often,good,5500,7.586987162,9.044300392,KABAYI,
1036,female,45000,6,carried,40,5000,120,140,often,good,5500,7.587444589,9.043633014,KABAYI,
1037,female,75000,7,delivered,30,7000,160,180,often,good,7500,7.587868098,9.044665484,KABAYI,
1038,female,55000,6,delivered,40,5000,120,140,not_often,fair,5500,7.584626352,9.043206193,KABAYI,
1039,female,NULL,7,delivered,50,4000,100,120,often,fair,NULL,7.586458268,9.044632923,KABAYI,
1040,female,60000,6,delivered,40,5000,120,140,often,fair,5500,7.583750632,9.043835781,KABAYI,
1041,female,45000,6,delivered,40,5000,120,140,not_often,good,5500,7.58469347,9.04465324,KABAYI,
1042,female,60000,6,delivered,40,5000,120,140,not_often,good,5500,7.586109148,9.045517735,KABAYI,
1043,female,80000,7,delivered,30,7000,160,180,not_often,good,7500,7.586650872,9.046559704,KABAYI,
1044,male,55000,6,carried,40,5000,120,140,not_often,fair,5500,7.585326189,9.04568652,KABAYI,
1045,female,70000,8,carried,40,8000,140,160,not_often,good,8500,7.58275556,9.04474522,KABAYI,
1046,male,65000,8,delivered,40,8000,140,160,not_often,good,8500,7.584567938,9.046515496,KABAYI,
1047,male,95000,9,delivered,20,9000,180,200,often,good,9000,7.585111426,9.047105352,KABAYI,
1048,male,70000,8,delivered,40,8000,140,160,often,fair,8500,7.584382652,9.04737381,KABAYI,
1049,male,105000,6,delivered,20,9000,180,200,not_often,good,9000,7.585961298,9.04843787,KABAYI,
1050,male,105000,7,delivered,35,9000,180,200,not_often,good,9000,7.585090018,9.04792813,KABAYI,
1051,female,60000,6,delivered,40,5000,120,140,often,fair,5500,7.58420678,9.04815078,KABAYI,
1052,male,95000,9,delivered,20,9000,180,200,not_often,good,9000,7.584566855,9.04911971,KABAYI,
1053,female,NULL,NULL,delivered,20,NULL,180,200,often,good,NULL,7.583774996,9.046910299,KABAYI,
1054,female,95000,9,carried,20,9000,180,200,not_often,fair,9000,7.582917918,9.047422404,KABAYI,
1055,male,95000,9,carried,20,9000,180,200,not_often,good,9000,7.583102818,9.046663555,KABAYI,
1056,male,100000,9,delivered,20,10000,200,220,not_often,good,10000,7.582523657,9.04589271,KABAYI,
1057,female,40000,7,delivered,60,3000,80,100,often,good,3500,7.581884256,9.046568418,KABAYI,
1058,female,45000,6,delivered,40,5000,120,140,often,good,5500,7.580840829,9.045886198,KABAYI,
1059,male,70000,8,carried,40,8000,140,160,often,fair,8500,7.587648687,9.030938211,KABAYI,
1060,female,NULL,8,carried,40,NULL,140,160,not_often,good,NULL,7.587872532,9.031852359,KABAYI,
1061,male,80000,7,carried,30,7000,160,180,often,good,7500,7.588572223,9.032035899,KABAYI,
1062,female,50000,7,delivered,35,4000,100,120,often,fair,5000,7.588277191,9.030714568,KABAYI,
1063,female,75000,7,delivered,30,7000,160,180,often,fair,7500,7.589147982,9.031341844,KABAYI,
1064,female,55000,6,delivered,40,5000,120,140,not_often,fair,5500,7.589794047,9.031281029,KABAYI,
1065,male,75000,7,delivered,30,7000,160,180,often,fair,7500,7.589763208,9.032194199,KABAYI,
1066,female,NULL,7,carried,30,NULL,160,180,not_often,fair,NULL,7.58925302,9.032400215,KABAYI,
1067,female,75000,9,delivered,20,9000,180,200,not_often,fair,9000,7.588342922,9.03252331,KABAYI,
1068,female,75000,7,delivered,30,7000,160,180,not_often,fair,7500,7.587860972,9.032485286,KABAYI,
1069,male,60000,6,delivered,40,5000,120,140,often,good,5500,7.587244025,9.032076002,KABAYI,
1070,female,90000,9,delivered,20,9000,180,200,not_often,good,9000,7.587078183,9.03261791,KABAYI,
1071,male,100000,7,delivered,20,10000,200,220,not_often,fair,10000,7.586712861,9.032996286,KABAYI,
1072,female,90000,9,carried,20,9000,180,200,not_often,fair,9000,7.587422072,9.033071356,KABAYI,
1073,female,NULL,8,carried,40,NULL,140,160,often,fair,8500,7.588048997,9.033254617,KABAYI,
1074,female,60000,6,delivered,40,5000,120,140,not_often,fair,5500,7.588550653,9.032903891,KABAYI,
1075,male,85000,9,carried,20,9000,180,200,often,good,9000,7.588484342,9.03358182,KABAYI,
1076,female,85000,6,delivered,40,5000,120,140,often,fair,5500,7.587536659,9.034012211,KABAYI,
1077,male,85000,7,carried,50,4000,100,120,often,fair,5000,7.589360731,9.032771369,KABAYI,
1078,male,85000,8,delivered,40,8000,140,160,often,fair,8500,7.589139647,9.033484873,KABAYI,
1079,male,85000,7,delivered,60,3000,80,100,often,good,3500,7.590123922,9.033000363,KABAYI,
1080,male,70000,8,delivered,40,8000,140,160,often,fair,8500,7.589984563,9.033750351,KABAYI,
1081,female,40000,7,delivered,60,3000,80,100,often,good,3500,7.58942043,9.033793395,KABAYI,
1082,male,95000,9,delivered,20,9000,180,200,not_often,fair,9000,7.589136551,9.034280596,KABAYI,
1083,female,105000,9,delivered,20,9000,180,200,not_often,good,9000,7.588797884,9.034821841,KABAYI,
1084,female,105000,9,carried,20,9000,180,200,not_often,good,9000,7.588278913,9.034946439,KABAYI,
1085,male,90000,9,delivered,20,9000,180,200,not_often,fair,9000,7.589204817,9.035438292,KABAYI,
1086,female,55000,6,carried,40,5000,120,140,not_often,good,5500,7.588549192,9.03561662,KABAYI,
1087,male,80000,7,carried,30,7000,160,180,not_often,fair,7500,7.588037026,9.036329003,KABAYI,
1088,female,NULL,NULL,delivered,50,4000,100,120,not_often,good,NULL,7.588426717,9.036701242,KABAYI,
1089,female,80000,6,delivered,40,5000,120,140,not_often,fair,5500,7.588825435,9.037091601,KABAYI,
1090,male,80000,9,delivered,20,10000,200,220,often,fair,10000,7.588005195,9.037495355,KABAYI,
1091,male,80000,9,carried,20,9000,180,200,often,good,9000,7.590165262,9.031725536,KABAYI,
1092,male,50000,7,delivered,35,4000,100,120,often,fair,5000,7.59092782,9.032117289,KABAYI,
1093,male,90000,9,carried,20,9000,180,200,often,fair,9000,7.590694624,9.031266403,KABAYI,
1094,female,40000,7,delivered,60,3000,80,100,often,fair,3500,7.59131161,9.031666639,KABAYI,
1095,male,90000,9,carried,20,9000,180,200,often,fair,9000,7.592057205,9.03174184,KABAYI,
1096,male,NULL,NULL,carried,30,NULL,160,180,not_often,good,NULL,7.592765996,9.031925407,KABAYI,
1097,male,90000,6,carried,40,5000,120,140,not_often,good,5500,7.593392011,9.03234376,KABAYI,
1098,male,90000,7,delivered,50,4000,100,120,often,good,5000,7.59247229,9.032602465,KABAYI,
1099,female,90000,9,carried,20,9000,180,200,often,good,9000,7.591700634,9.03221068,KABAYI,
1100,male,90000,6,carried,40,5000,120,140,not_often,fair,5500,7.591934358,9.032925931,KABAYI,
1101,male,55000,6,delivered,40,5000,120,140,not_often,good,5500,7.586887583,9.04883931,MARARABA,
1102,male,105000,9,delivered,50,9000,180,200,not_often,fair,9000,7.586552885,9.04835877,MARARABA,
1103,female,100000,9,delivered,20,10000,200,220,not_often,good,10000,7.587091092,9.047972021,MARARABA,
1104,male,40000,7,delivered,60,3000,80,100,not_often,good,3500,7.586719479,9.047626976,MARARABA,
1105,male,70000,8,delivered,40,8000,140,160,not_often,good,8500,7.587020403,9.047438245,MARARABA,
1106,male,85000,9,carried,20,9000,180,200,often,good,9000,7.586868128,9.046831815,MARARABA,
1107,male,50000,7,delivered,50,4000,100,120,not_often,very good,5000,7.587876313,9.047224526,MARARABA,
1108,male,40000,7,carried,60,3000,80,100,not_often,good,3500,7.587623976,9.04661771,MARARABA,
1109,female,70000,8,carried,40,8000,140,160,often,fair,8500,7.587418074,9.045766927,MARARABA,
1110,male,NULL,7,delivered,30,NULL,160,180,often,fair,NULL,7.58824366,9.046330739,MARARABA,
1111,female,85000,9,delivered,20,9000,180,200,often,fair,9000,7.588898073,9.046468896,MARARABA,
1112,male,60000,6,delivered,40,5000,120,140,often,fair,5500,7.588373688,9.045644015,MARARABA,
1113,female,60000,6,carried,20,5000,120,140,not_often,fair,5500,7.587866476,9.04508143,MARARABA,
1114,male,60000,7,carried,50,4000,100,120,often,good,5000,7.588847898,9.045338398,MARARABA,
1115,female,NULL,9,carried,20,9000,180,200,often,fair,NULL,7.589129463,9.045447991,MARARABA,
1116,female,60000,9,delivered,50,9000,180,200,not_often,good,9000,7.589829498,9.045550152,MARARABA,
1117,male,50000,7,delivered,50,4000,100,120,often,good,5000,7.589431088,9.045078411,MARARABA,
1118,female,40000,7,carried,60,3000,80,100,often,fair,3000,7.588378199,9.0444866,MARARABA,
1119,female,NULL,NULL,delivered,60,NULL,80,100,not_often,good,NULL,7.589216015,9.044245679,MARARABA,
1120,female,40000,7,inyard,60,3000,80,100,often,fair,3500,7.589046037,9.043512587,MARARABA,
1121,female,60000,6,carried,40,5000,120,140,not_often,good,5500,7.589782277,9.043660099,MARARABA,
1122,male,75000,7,delivered,30,7000,160,180,often,good,7500,7.590098749,9.044149608,MARARABA,
1123,female,75000,7,delivered,30,7000,160,180,often,good,7500,7.590392119,9.043562977,MARARABA,
1124,male,75000,6,delivered,40,5000,120,140,often,fair,5500,7.59164513,9.044155552,MARARABA,
1125,male,105000,9,delivered,50,9000,180,200,not_often,good,9000,7.591402095,9.043494519,MARARABA,
1126,female,70000,8,delivered,40,8000,140,160,not_often,good,8500,7.590985597,9.042995584,MARARABA,
1127,female,80000,7,delivered,30,7000,160,180,often,good,7500,7.592266775,9.043362204,MARARABA,
1128,female,65000,8,delivered,40,8000,140,160,often,fair,8500,7.592741752,9.042857649,MARARABA,
1129,female,80000,7,delivered,30,7000,160,180,often,good,7500,7.591905838,9.042610294,MARARABA,
1130,male,50000,7,delivered,50,4000,100,120,not_often,fair,5000,7.590140448,9.042784359,MARARABA,
1131,male,80000,7,delivered,30,7000,160,180,not_often,fair,7500,7.589358763,9.04262763,MARARABA,
1132,female,40000,7,delivered,50,3000,80,100,often,fair,2000,7.589670853,9.041905435,MARARABA,
1133,female,80000,7,delivered,30,7000,160,180,often,fair,7500,7.590789382,9.041991118,MARARABA,
1134,female,90000,9,delivered,20,9000,180,200,often,fair,9000,7.591572859,9.041686684,MARARABA,
1135,male,100000,9,delivered,20,10000,200,220,often,good,10000,7.592075861,9.040992347,MARARABA,
1136,female,NULL,9,delivered,20,NULL,200,220,not_often,good,NULL,7.592154214,9.041896893,MARARABA,
1137,female,100000,9,delivered,50,9000,180,200,often,fair,9000,7.593631432,9.040971188,MARARABA,
1138,female,100000,7,delivered,30,7000,160,180,often,good,7500,7.593510653,9.041621783,MARARABA,
1139,female,60000,6,delivered,40,5000,120,140,not_often,good,5500,7.590801397,9.04124064,MARARABA,
1140,male,105000,9,delivered,20,9000,180,200,often,good,9000,7.591484743,9.040953907,MARARABA,
1141,male,100000,9,delivered,20,10000,200,220,not_often,good,10000,7.591096802,9.040129554,MARARABA,
1142,female,85000,9,carried,20,9000,180,200,not_often,good,9000,7.58982125,9.040658156,MARARABA,
1143,male,75000,7,delivered,30,7000,160,180,not_often,fair,7500,7.59177744,9.040539078,MARARABA,
1144,male,NULL,NULL,delivered,50,4000,100,120,often,good,NULL,7.594178893,9.040539249,MARARABA,
1145,male,75000,7,delivered,30,7000,160,180,often,fair,7500,7.594582706,9.039618465,MARARABA,
1146,female,75000,6,delivered,40,5000,120,140,often,good,5500,7.594019615,9.039390246,MARARABA,
1147,female,70000,8,delivered,40,8000,140,160,often,good,8500,7.593653379,9.040003729,MARARABA,
1148,female,75000,7,delivered,35,7000,160,180,often,good,7500,7.592587009,9.040542186,MARARABA,
1149,female,55000,6,delivered,40,5000,120,140,often,good,5500,7.592552836,9.03997238,MARARABA,
1150,male,90000,9,delivered,20,9000,180,200,not_often,good,9000,7.591026387,9.039523439,MARARABA,
1151,male,40000,7,delivered,60,3000,80,100,not_often,fair,3500,7.590408124,9.039448723,MARARABA,
1152,female,40000,7,delivered,45,3000,80,100,often,fair,3500,7.591872303,9.03953573,MARARABA,
1153,female,75000,7,delivered,30,7000,160,180,often,fair,7500,7.591538693,9.038774883,MARARABA,
1154,female,105000,9,carried,20,9000,180,200,often,fair,9000,7.590440301,9.038191946,MARARABA,
1155,male,105000,9,delivered,50,9000,180,200,not_often,fair,9000,7.591350168,9.038132144,MARARABA,
1156,female,NULL,6,delivered,40,5000,120,140,not_often,fair,NULL,7.591896678,9.037944351,MARARABA,
1157,female,105000,7,delivered,60,3000,80,100,often,good,2000,7.592948785,9.038735082,MARARABA,
1158,female,105000,9,carried,20,9000,180,200,often,fair,9000,7.590770365,9.037524073,MARARABA,
1159,female,65000,8,carried,40,8000,140,160,not_often,good,8500,7.591656033,9.036668441,MARARABA,
1160,female,65000,8,delivered,40,8000,140,160,not_often,fair,8500,7.592375017,9.036571733,MARARABA,
1161,female,90000,9,delivered,20,9000,180,200,not_often,fair,9000,7.592353736,9.037367388,MARARABA,
1162,female,NULL,NULL,delivered,20,NULL,180,200,often,good,NULL,7.593001706,9.036818283,MARARABA,
1163,female,90000,9,delivered,20,9000,180,200,often,good,9000,7.593198278,9.037732326,MARARABA,
1164,female,90000,6,delivered,40,5000,120,140,often,good,5500,7.593305468,9.038239115,MARARABA,
1165,female,90000,7,delivered,30,7000,160,180,often,fair,7500,7.592367539,9.038497748,MARARABA,
1166,female,90000,6,delivered,40,5000,120,140,not_often,good,5500,7.593456314,9.039216279,MARARABA,
1167,female,80000,7,carried,30,7000,160,180,often,good,7500,7.59290635,9.035606227,MARARABA,
1168,female,100000,9,delivered,50,10000,200,220,not_often,fair,10000,7.593309002,9.034983841,MARARABA,
1169,female,100000,9,carried,20,10000,200,220,not_often,good,10000,7.593376965,9.036222919,MARARABA,
1170,female,55000,6,delivered,40,5000,120,140,often,good,5000,7.593797178,9.035763364,MARARABA,
1171,female,NULL,NULL,delivered,40,NULL,120,140,often,fair,5500,7.593719568,9.037010927,MARARABA,
1172,female,75000,7,carried,30,7000,160,180,often,fair,7500,7.593857891,9.034181165,MARARABA,
1173,female,80000,7,carried,30,7000,160,180,often,fair,7500,7.593806084,9.033466612,MARARABA,
1174,female,80000,8,carried,40,8000,140,160,not_often,fair,8500,7.593781179,9.032851629,MARARABA,
1175,female,80000,7,delivered,50,4000,100,120,often,good,4500,7.594584249,9.034527562,MARARABA,
1176,female,80000,9,delivered,60,9000,180,200,often,fair,9000,7.595193865,9.034484684,MARARABA,
1177,female,NULL,NULL,delivered,30,NULL,160,180,not_often,fair,NULL,7.594562973,9.035323218,MARARABA,
1178,female,80000,6,delivered,40,5000,120,140,often,fair,5500,7.594979819,9.035731725,MARARABA,
1179,female,75000,7,delivered,50,7000,160,180,not_often,good,7500,7.595570334,9.035923878,MARARABA,
1180,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.594377369,9.036271966,MARARABA,
1181,female,65000,8,delivered,40,8000,140,160,often,fair,8500,7.595176046,9.036736191,MARARABA,
1182,female,45000,8,delivered,20,5000,120,140,often,fair,5000,7.59450992,9.037276187,MARARABA,
1183,female,45000,6,carried,40,5000,120,140,not_often,fair,5500,7.596176172,9.036857571,MARARABA,
1184,female,85000,9,delivered,20,9000,180,200,often,fair,9000,7.596163336,9.035474023,MARARABA,
1185,female,50000,7,delivered,50,4000,100,120,not_often,fair,5000,7.595627853,9.03516453,MARARABA,
1186,female,100000,9,delivered,20,10000,200,220,often,good,10000,7.596083886,9.034849789,MARARABA,
1187,female,NULL,7,delivered,30,7000,160,180,often,fair,NULL,7.595740964,9.034143164,MARARABA,
1188,male,100000,9,delivered,20,9000,180,200,not_often,good,9000,7.596422753,9.034254281,MARARABA,
1189,female,100000,7,delivered,30,7000,160,180,often,fair,7500,7.594578552,9.03365042,MARARABA,
1190,male,100000,8,delivered,40,8000,140,160,often,fair,8500,7.595052846,9.033317665,MARARABA,
1191,female,100000,8,delivered,40,8000,140,160,often,good,8500,7.595327935,9.032749042,MARARABA,
1192,male,NULL,NULL,carried,30,7000,160,180,not_often,good,NULL,7.594363469,9.032817689,MARARABA,
1193,male,100000,7,delivered,20,3000,80,100,not_often,fair,2500,7.597130081,9.032466575,MARARABA,
1194,male,100000,8,delivered,40,8000,140,160,often,fair,8500,7.596418696,9.032952149,MARARABA,
1195,female,45000,9,delivered,40,5000,120,140,not_often,good,5500,7.596388469,9.033711602,MARARABA,
1196,female,70000,8,delivered,50,8000,140,160,often,fair,8500,7.595807507,9.033401935,MARARABA,
1197,male,90000,9,carried,20,9000,180,200,not_often,fair,9000,7.593429167,9.032144968,MARARABA,
1198,female,65000,8,carried,40,8000,140,160,often,fair,8500,7.592314877,9.030974218,MARARABA,
1199,male,105000,9,delivered,20,9000,180,200,not_often,good,9000,7.592822466,9.03143733,MARARABA,
1200,female,100000,9,carried,50,10000,200,220,not_often,good,10000,7.592943591,9.030696312,MARARABA,
